source,target,estimated_trips
TGO,DEU,10503
SEN,TUN,10490
VCT,CAN,10483
CYP,SVK,10464
SVK,CYP,10464
PAK,IDN,10461
ARE,MOZ,10456
BRN,SAU,10456
KOR,IRL,10456
CUB,SLV,10455
NPL,NLD,10452
KOR,KEN,10448
CPV,DEU,10444
SLV,ECU,10435
VNM,ZAF,10430
MDV,CZE,10426
DEU,CPV,10414
IRN,HKG,10411
GAB,CHN,10409
USA,GMB,10404
MDG,CHN,10399
CAN,URY,10394
URY,CAN,10394
LSO,USA,10392
USA,LSO,10392
ESP,SVN,10388
DJI,SDN,10386
GRC,SVN,10385
KAZ,CYP,10384
SVN,ESP,10383
GBR,VEN,10368
KEN,MUS,10367
COL,PRT,10351
FRA,BHS,10346
COG,CIV,10342
CZE,MUS,10328
AGO,IND,10326
HUN,IRN,10311
TCA,GBR,10302
AUT,SYC,10298
LBN,GHA,10296
ARE,MMR,10293
BRA,UKR,10289
UKR,BRA,10289
KEN,KOR,10288
FIN,PHL,10268
ATG,JAM,10266
SYC,AUT,10262
UZB,GBR,10258
MKD,ARE,10253
AUS,NRU,10250
MHL,FSM,10249
THA,EST,10249
MEX,ARE,10246
KGZ,SAU,10245
SAU,KGZ,10245
SDN,DJI,10231
SWE,BLR,10216
KEN,ISR,10211
DZA,KOR,10180
ESP,OMN,10159
NZL,POL,10152
POL,NZL,10152
CHE,ETH,10146
MUS,RUS,10144
RUS,MUS,10144
BHR,ESP,10135
MLT,SVN,10132
SVN,MLT,10132
BLR,ARM,10121
CHL,TUR,10117
TUR,CHL,10117
IRQ,BEL,10095
COD,KEN,10081
MLI,GIN,10078
BOL,PAN,10063
CYP,MLT,10056
OMN,ESP,10053
NOR,KEN,10052
ZAF,FIN,10052
HKG,QAT,10048
ARM,GBR,10046
DNK,QAT,10045
GBR,TCA,10045
LTU,PRT,10045
CHE,MMR,10042
BIH,RUS,10037
RUS,BIH,10037
OMN,ETH,10035
BGD,PHL,10031
DNK,NZL,10024
CZE,KWT,10015
GHA,LBN,10013
BOL,DEU,10002
NAM,BWA,9993
LBN,PHL,9992
NPL,CHE,9989
DEU,GTM,9985
AGO,PHL,9975
ECU,RUS,9972
RUS,ECU,9972
NPL,ESP,9966
MEX,SVK,9955
SVK,MEX,9955
VNM,BGD,9950
BWA,ZWE,9945
GAB,ARE,9942
KOR,DZA,9936
BTN,CHN,9932
CHN,BTN,9932
URY,GBR,9922
STP,AGO,9907
ZWE,CHN,9907
ALB,CZE,9903
CZE,ALB,9899
BLR,SVK,9896
SVK,BLR,9896
HRV,IND,9889
ECU,SLV,9882
VEN,GBR,9876
GBR,UZB,9874
NOR,MEX,9867
CHN,GNQ,9863
FRA,MNG,9853
EGY,PAK,9849
NZL,DNK,9847
PAK,EGY,9843
BIH,FRA,9840
CZE,MYS,9840
MAR,NGA,9840
NGA,MAR,9840
CAN,VCT,9837
MHL,USA,9837
CHE,MDA,9828
SAU,DNK,9827
ALB,SWE,9818
NER,MAR,9813
CUB,ISR,9810
PHL,FIN,9806
UKR,TKM,9805
CHN,MKD,9804
MKD,CHN,9804
IND,ARG,9803
ARE,GAB,9796
VNM,HUN,9795
MAR,ZAF,9794
CMR,MAR,9793
ISR,MKD,9793
MKD,ISR,9793
MDV,SWE,9789
RUS,BHR,9787
IND,LAO,9772
LAO,IND,9772
VGB,GBR,9758
QAT,BEL,9755
NAM,ITA,9751
GIN,MLI,9740
QAT,MDV,9737
MLT,PRT,9734
ZWE,BWA,9732
FSM,MHL,9726
PRT,MLT,9726
HRV,LVA,9710
ARM,BLR,9699
ARG,DNK,9693
VNM,IRL,9679
IRN,HUN,9658
MUS,BGD,9656
ESP,AZE,9655
GBR,VCT,9653
MEX,NOR,9651
IRQ,ESP,9649
GTM,GBR,9644
JOR,SGP,9643
SGP,JOR,9643
HRV,LUX,9641
LUX,HRV,9641
TCD,CHN,9632
ZAF,MAR,9629
AUS,ZMB,9628
ZMB,AUS,9628
IRL,KOR,9616
ARG,RUS,9614
MLT,PHL,9614
MEX,NGA,9603
NGA,MEX,9603
AUS,NAM,9600
NAM,AUS,9600
DNK,SAU,9598
CHN,MDG,9593
COL,ARE,9585
KEN,NOR,9576
VEN,LBN,9571
KEN,COD,9562
CHN,TCD,9549
HUN,VNM,9540
CZE,SGP,9532
GEO,KGZ,9529
KGZ,GEO,9529
CIV,COG,9522
ISR,KEN,9522
SWE,COL,9507
GBR,MOZ,9499
GMB,USA,9499
DJI,FRA,9490
STP,GAB,9488
LVA,HRV,9468
HUN,IDN,9455
AGO,STP,9454
ALB,CHN,9454
CHN,ALB,9454
KEN,PAK,9449
CAN,CIV,9447
BLR,ARE,9442
FJI,JPN,9441
MLT,CYP,9435
AUT,NGA,9429
GTM,ITA,9426
RUS,ARG,9425
SYC,KEN,9422
BHR,RUS,9414
CHN,RWA,9405
RWA,CHN,9405
CHE,CIV,9395
MAR,NER,9395
BEL,QAT,9388
DOM,JAM,9387
MDA,CHE,9387
NLD,JAM,9385
FRA,BIH,9376
CMR,KEN,9368
LKA,IRN,9366
MDA,CAN,9351
AGO,MOZ,9343
PAK,SWE,9339
SAU,MUS,9325
GUY,GBR,9320
MDV,HUN,9317
MOZ,AGO,9316
CUB,PRT,9309
BGD,MDV,9304
ITA,UGA,9304
BRA,SVK,9303
SVK,BRA,9303
PRT,PHL,9288
GRC,ARG,9281
ETH,CHE,9277
MAR,BFA,9271
SAU,UKR,9265
GBR,COD,9262
AZE,ESP,9259
CYP,ZAF,9242
FRA,DJI,9237
CAN,MDA,9234
ZMB,BWA,9228
CUB,CZE,9220
KOR,MUS,9216
MUS,KOR,9216
IRN,LKA,9209
ARE,COL,9201
BEL,NGA,9193
GRC,KAZ,9193
JAM,PAN,9192
MEX,HUN,9189
NGA,AUT,9180
PAN,JAM,9177
MEX,JAM,9176
ARE,BLR,9174
ITA,COG,9174
GAB,STP,9173
ZAF,VNM,9169
BLR,IND,9166
IND,BLR,9166
COL,SWE,9164
ECU,GTM,9149
BGR,BRA,9118
BRA,BGR,9118
JPN,FJI,9116
COD,GBR,9111
NGA,BEL,9101
SWE,SAU,9097
SAU,SWE,9086
KAZ,GRC,9085
ITA,NAM,9084
LBN,SDN,9055
EST,ROU,9054
ROU,EST,9054
KAZ,VNM,9048
ISR,NZL,9046
NZL,ISR,9046
CYP,PHL,9044
LUX,HUN,9041
CZE,ARM,9039
PHL,PLW,9036
ESP,ETH,9032
MDV,ZAF,9028
MNG,AUS,9027
QAT,POL,9019
HKG,KEN,9017
ARM,NLD,9015
UGA,ITA,9012
ERI,USA,9007
EGY,BGD,9005
ARE,MEX,9004
PRT,CUB,8993
TJK,IND,8990
NER,USA,8981
USA,NER,8981
CHL,IND,8975
IND,CHL,8975
NOR,TZA,8973
OMN,ZAF,8973
ZAF,OMN,8973
HUN,EST,8972
DNK,MUS,8954
HUN,LUX,8949
CZE,CUB,8947
FRA,BOL,8946
JPN,LUX,8937
LUX,JPN,8937
CZE,IRQ,8934
ROU,SGP,8927
MAR,PHL,8920
BGD,MUS,8919
HUN,MDV,8915
HUN,SGP,8909
IRQ,THA,8899
KEN,MDG,8898
GBR,GTM,8896
CHN,AFG,8892
DEU,ZMB,8892
ESP,IRQ,8891
NLD,ARM,8868
BRN,KOR,8847
LVA,THA,8846
LVA,CYP,8845
MOZ,GBR,8845
USA,ERI,8843
MNG,FRA,8839
NZL,PER,8839
PER,NZL,8839
LVA,CHN,8827
THA,IRQ,8819
ISL,ISR,8818
CHN,LVA,8814
AUT,PAK,8813
THA,MAR,8792
IND,TJK,8786
IDN,IRL,8781
IRL,IDN,8771
GTM,ECU,8757
MNG,TUR,8754
MAR,THA,8746
TTO,PAN,8744
SWE,MUS,8742
CAN,NAM,8734
NAM,CAN,8734
GHA,SAU,8733
JOR,ROU,8714
ROU,JOR,8714
HTI,SUR,8708
BWA,ZMB,8704
GIN,CHN,8704
NOR,LBN,8704
SUR,DOM,8701
JAM,MEX,8699
TTO,ATG,8687
VNM,UKR,8685
SEN,TUR,8681
DJI,KEN,8674
KEN,DJI,8668
COG,ITA,8667
KAZ,HKG,8666
PAN,BOL,8660
COG,SEN,8659
EGY,IRL,8658
RUS,PAK,8658
MEX,MYS,8641
MYS,MEX,8641
SAU,ROU,8638
AUS,URY,8636
URY,AUS,8636
TUR,TZA,8631
CHN,GIN,8627
KEN,HKG,8627
POL,IRN,8627
CIV,CHE,8626
MLT,SVK,8616
SVK,MLT,8616
BEL,UGA,8615
PNG,IDN,8614
IRL,EGY,8612
KNA,BRB,8611
LAO,DEU,8609
ARM,CHN,8595
CHN,ARM,8595
MYS,ROU,8590
ROU,MYS,8590
PHL,MLT,8588
LBN,GAB,8576
AFG,CHN,8573
JOR,HKG,8563
NIC,CUB,8556
NIC,DEU,8553
GBR,FJI,8548
BGD,VNM,8540
NIC,DOM,8539
IDN,PNG,8533
BRA,SLV,8529
GBR,BLZ,8529
PAN,PHL,8529
SLV,BRA,8529
DMA,GBR,8521
ZAF,HUN,8511
CIV,IND,8509
PHL,PAK,8505
BEL,GIN,8504
DEU,NIC,8502
HKG,ETH,8502
SWE,QAT,8489
MUS,SAU,8483
AFG,RUS,8478
MDG,KEN,8471
TUR,CMR,8470
BGR,LBN,8461
IND,PER,8460
PER,IND,8460
IRL,VNM,8449
VNM,KAZ,8444
TUR,SEN,8440
IDN,GRC,8431
GHA,BEN,8426
BHS,FRA,8424
GUY,CUB,8424
HKG,ISL,8424
PHL,CYP,8423
KHM,MEX,8419
MEX,KHM,8419
PAK,KEN,8411
TUR,MNG,8411
PAK,AUT,8406
PAN,TTO,8401
ARE,LUX,8397
THA,LVA,8397
TZA,TUR,8386
CRI,IND,8382
IND,CRI,8382
MMR,LAO,8376
ATG,TTO,8374
KOR,LTU,8366
LTU,KOR,8366
PRT,MDV,8365
AUT,AZE,8361
PHL,PAN,8360
ESP,CIV,8359
CYP,LVA,8356
NOR,ETH,8354
AUS,ETH,8348
ETH,AUS,8348
IND,CIV,8340
MWI,IND,8334
UKR,VNM,8333
MUS,DNK,8332
EST,HUN,8327
BGR,MEX,8321
HKG,KAZ,8321
MEX,BGR,8321
GTM,BRA,8311
DOM,NIC,8308
CUB,NIC,8304
LUX,ARE,8304
PRT,EGY,8300
ETH,SOM,8296
SWE,BGD,8290
MAR,HKG,8287
TUR,GHA,8287
ROU,SAU,8279
NOR,LUX,8276
ARG,IND,8273
CIV,LBR,8264
KHM,ITA,8261
SWE,ALB,8259
PAK,TZA,8258
ETH,ESP,8257
GBR,GUY,8257
AZE,BGR,8256
BGR,AZE,8256
CHN,TLS,8241
TLS,CHN,8241
PHL,PRT,8236
NLD,DZA,8235
LKA,ZAF,8234
ZAF,LKA,8234
AUS,BIH,8228
BIH,AUS,8228
CHE,AZE,8228
HUN,MEX,8224
QAT,ROU,8223
IRL,UKR,8220
MEX,TTO,8216
LUX,NOR,8210
TTO,MEX,8206
QAT,NGA,8199
KOR,BRN,8198
DEU,MDG,8194
GBR,VGB,8194
GIN,BEL,8192
PHL,MAR,8191
MAR,MYS,8184
MYS,MAR,8184
POL,CUB,8172
LUX,MLT,8161
LBR,CIV,8160
CUB,GUY,8156
MLI,NER,8151
ITA,SLV,8148
BEL,MDA,8146
GAB,LBN,8144
ARM,CZE,8129
UGA,BEL,8127
BRA,GTM,8117
AZE,AUT,8115
ZMB,DEU,8114
CIV,CAN,8109
MUS,SWE,8106
SLV,BLZ,8106
BHR,CHE,8104
GRC,KWT,8097
SUR,HTI,8094
BRB,KNA,8090
ZAF,CYP,8087
PAK,PHL,8080
SWE,UGA,8080
NER,TUN,8079
CHL,DNK,8075
LKA,MMR,8072
ETH,RWA,8069
CHE,PAN,8066
SDN,PAK,8066
MLT,LUX,8061
IDN,HUN,8057
PLW,USA,8055
USA,PLW,8055
CUB,POL,8054
DNK,CHL,8054
ETH,HKG,8050
SGP,FJI,8044
BOL,FRA,8038
ITA,MOZ,8037
EST,SVK,8036
SVK,EST,8036
BEL,MMR,8032
MMR,BEL,8032
ARE,LTU,8021
VNM,QAT,8021
POL,QAT,8016
NLD,BHR,8013
ISR,ISL,7994
GBR,DMA,7992
DOM,TTO,7988
TZA,NOR,7978
FIN,CYP,7974
MDA,BEL,7974
BTN,USA,7973
USA,BTN,7973
LTU,ARE,7972
ERI,QAT,7971
DZA,NLD,7965
FRA,TKM,7953
IND,MWI,7952
HUN,ZAF,7942
MDG,DEU,7942
MHL,KIR,7942
VNM,TUR,7937
UKR,IRL,7936
DNK,NPL,7929
TKM,FRA,7928
TUN,NER,7928
SLV,ITA,7925
KEN,LBN,7924
KEN,OMN,7921
PAK,RUS,7906
CZE,PHL,7902
ISR,MDV,7878
TZA,PAK,7876
MMR,ESP,7875
LBN,BGR,7872
KIR,MHL,7862
CYP,FIN,7861
SLB,PNG,7857
GHA,CMR,7852
IND,PAN,7852
PAN,IND,7852
ISL,RUS,7846
NLD,MDV,7846
RUS,ISL,7846
KIR,NRU,7840
TTO,DOM,7828
FIN,EGY,7816
ARM,CHE,7810
CMR,TUR,7809
LTU,SVN,7804
SVN,LTU,7804
NRU,KIR,7803
AZE,CHE,7800
ALB,DNK,7798
CAN,KAZ,7792
RUS,AFG,7792
GRC,IDN,7783
MEX,FIN,7782
BRB,VGB,7776
MKD,UKR,7770
UKR,MKD,7770
HUN,LTU,7768
QAT,TZA,7767
KOR,ARG,7759
BHR,NLD,7758
PLW,PHL,7739
CHE,ARM,7735
GAB,MLI,7732
IRQ,CZE,7731
SWE,NZL,7730
BIH,CAN,7726
MMR,LKA,7724
FJI,IND,7718
IND,FJI,7718
MYS,FIN,7705
KNA,CAN,7704
CIV,ESP,7703
CAN,MDV,7695
MDV,CAN,7695
EGY,MEX,7690
MEX,EGY,7690
QAT,SWE,7689
MDV,UKR,7686
UKR,MDV,7686
DEU,GMB,7682
EGY,IRN,7682
ITA,AGO,7677
SGP,HRV,7670
EGY,SGP,7669
HKG,MAR,7657
IND,MDG,7653
CAN,KNA,7652
FIN,MEX,7642
JPN,JOR,7642
VGB,BRB,7642
CHN,LSO,7637
IDN,LAO,7637
LAO,IDN,7637
LSO,CHN,7637
SAU,BRN,7633
BEN,GHA,7632
AGO,COG,7629
NAM,ZMB,7627
NZL,SWE,7626
EGY,KAZ,7623
KAZ,EGY,7623
NZL,SAU,7623
SAU,NZL,7623
NER,MLI,7620
CAN,RWA,7618
RWA,CAN,7618
EGY,PRT,7615
RWA,ETH,7615
QAT,GEO,7610
GEO,QAT,7604
NLD,KHM,7599
GBR,MNG,7596
PHL,CZE,7591
HKG,NGA,7590
CHE,BHR,7588
THA,HRV,7588
AGO,LBN,7586
LBN,AGO,7586
PAN,CHE,7586
ESP,SYC,7585
BFA,CHN,7584
CHN,BFA,7584
CHN,BWA,7575
CUB,IRL,7571
GHA,TUR,7567
AUS,UKR,7566
UKR,AUS,7566
CHL,HKG,7563
SYC,LKA,7563
NGA,RWA,7552
RWA,NGA,7552
HRV,QAT,7550
IRQ,ZAF,7549
RUS,TZA,7545
TZA,RUS,7545
TCD,ARE,7524
BEL,ECU,7523
ECU,BEL,7523
TUR,NPL,7521
NZL,ZWE,7520
ZWE,NZL,7520
EGY,GHA,7517
GTM,ARG,7514
BRN,JPN,7506
JPN,BRN,7506
ITA,GTM,7493
MLT,IND,7488
BGD,SWE,7483
LAO,MMR,7483
MOZ,ITA,7482
CAF,COG,7480
KAZ,CAN,7480
CUB,PRY,7477
VCT,LCA,7468
ISR,MYS,7466
MYS,ISR,7466
KAZ,LTU,7462
FJI,SGP,7458
GEO,SWE,7456
PRT,GHA,7456
IRN,EGY,7455
LTU,HUN,7450
MYS,GRC,7443
CAN,COD,7441
GRC,MYS,7435
SDN,BHR,7433
FIN,IRN,7431
MKD,RUS,7431
RUS,MKD,7431
KOR,TZA,7425
TZA,KOR,7425
BEN,MLI,7418
MLI,BEN,7418
AUT,TZA,7411
HKG,JOR,7410
SOM,EGY,7409
BGR,THA,7407
THA,BGR,7402
ITA,SDN,7401
FJI,SLB,7397
AUS,AFG,7392
PRY,PAN,7389
CYP,QAT,7387
SAU,TZA,7386
RUS,VEN,7383
VEN,RUS,7383
SMR,UKR,7381
UKR,SMR,7381
AFG,NLD,7379
CYP,KWT,7375
SWE,SOM,7373
KEN,CMR,7365
TCD,EGY,7365
USA,MDG,7363
IDN,BRA,7361
EGY,FIN,7351
SWZ,TZA,7351
TZA,SWZ,7351
SWE,GEO,7346
ALB,NOR,7339
LAO,HKG,7339
SLB,FJI,7338
JPN,KAZ,7332
IND,SWZ,7331
SWZ,IND,7331
POL,LBN,7327
CUB,GRC,7326
HRV,SGP,7326
GRC,CUB,7325
CHE,GHA,7318
FSM,USA,7318
LBN,SYR,7318
SYR,LBN,7318
USA,FSM,7318
ISR,CUB,7312
SGP,EGY,7311
ZAF,IRQ,7307
NGA,HKG,7303
HUN,BLR,7302
DEU,CIV,7300
LBN,NOR,7293
NPL,ISR,7292
PRT,IRN,7282
RWA,GBR,7281
JOR,JPN,7273
MDG,USA,7271
BLR,HUN,7266
CMR,GHA,7262
HRV,THA,7261
LUX,BRA,7261
CZE,MKD,7259
CHN,BOL,7254
IRN,POL,7249
PRY,CUB,7245
ARG,SWE,7243
PNG,SLB,7239
EGY,UGA,7234
LBN,POL,7234
UGA,EGY,7234
COG,AGO,7226
PAN,URY,7226
AGO,ITA,7221
OMN,UGA,7219
ISL,HKG,7210
ITA,JAM,7206
IND,ZWE,7204
ZWE,IND,7204
SOM,ETH,7203
AZE,IND,7202
IND,AZE,7202
BWA,CHN,7198
MDG,IND,7194
QAT,RUS,7194
GNQ,CHN,7193
NPL,BEL,7193
CAN,AFG,7189
BEL,NPL,7188
NOR,CHL,7178
BGR,MAR,7169
MAR,BGR,7169
DOM,SUR,7166
EGY,SOM,7155
CYP,IRL,7149
KAZ,JPN,7142
SEN,SLE,7141
BEL,BEN,7139
KWT,GRC,7133
FIN,MYS,7132
BGD,CHE,7130
DEU,MOZ,7129
ARG,HKG,7115
CHL,NOR,7114
GBR,COG,7105
NRU,FJI,7102
GBR,RWA,7100
QAT,CYP,7097
MLI,MRT,7093
KEN,SYC,7092
ZMB,NAM,7092
ARG,KOR,7090
MDV,PAK,7080
FJI,NRU,7073
ARE,BRN,7072
BLZ,HND,7071
ETH,NOR,7071
NGA,TTO,7069
TTO,NGA,7069
ARG,GTM,7063
UGA,ZMB,7063
LBN,UKR,7062
IDN,NPL,7057
NLD,AFG,7057
PRY,ITA,7052
PRT,LBN,7047
UGA,ZWE,7041
ZWE,UGA,7041
ISR,URY,7039
URY,ISR,7039
QAT,VNM,7036
AZE,QAT,7035
MYS,PNG,7034
SYC,ZWE,7033
ZWE,SYC,7033
BRA,LUX,7032
CMR,TGO,7024
AZE,NLD,7019
BLR,FIN,7018
UGA,SWE,7014
QAT,AZE,7013
LTU,JPN,7011
PAK,SDN,7011
IRL,CUB,7010
USA,GNQ,7009
ZWE,DEU,7008
HND,BLZ,7004
NOR,JOR,6994
POL,MDV,6988
NLD,AZE,6984
BGR,EGY,6983
EGY,BGR,6983
KWT,CYP,6983
LBN,PRT,6980
AUS,NIC,6978
CAN,EST,6978
EST,CAN,6978
NIC,AUS,6978
IRN,BGD,6976
BGD,IRN,6973
ZAF,IRN,6970
DNK,COL,6967
MDV,KWT,6966
BOL,CHN,6964
HKG,CHL,6964
DEU,BHS,6962
NIC,GBR,6962
USA,GAB,6958
HKG,MDG,6957
DEU,AGO,6953
TJK,UKR,6950
CAN,BIH,6946
ECU,ISR,6939
ISR,ECU,6939
SDN,UGA,6938
BHS,MEX,6932
MEX,BHS,6932
TZA,BDI,6929
GMB,DEU,6928
ETH,BHR,6923
BWA,KEN,6921
MDA,NLD,6921
SWE,ARG,6919
IRL,CYP,6914
SGP,OMN,6913
NGA,THA,6912
SLE,SEN,6905
PRT,CHL,6902
FJI,GBR,6901
COG,GBR,6891
OMN,SGP,6891
GHA,PRT,6890
PNG,MYS,6890
SYC,USA,6881
USA,SYC,6881
SAU,SEN,6880
ZMB,UGA,6879
IRQ,GEO,6874
ZAF,MDV,6868
PHL,NGA,6867
BRA,IDN,6863
CHE,BGD,6859
NGA,QAT,6848
AFG,CAN,6847
CAN,LVA,6842
ITA,ATG,6842
GNQ,USA,6839
CYP,PAK,6834
CZE,IRN,6834
ARE,TCD,6831
USA,SOM,6828
GHA,CHE,6826
CHN,SUR,6822
SUR,CHN,6822
KEN,BWA,6819
TUR,LKA,6811
ESP,CMR,6810
IRN,ZAF,6804
CUB,JAM,6800
CHL,ZAF,6798
IRN,CZE,6798
ITA,PRY,6796
MNG,GBR,6795
DNK,ALB,6791
NGA,UKR,6791
UKR,NGA,6791
TUR,DOM,6789
FIN,BLR,6783
HKG,ROU,6780
TGO,CMR,6772
UKR,LBN,6766
BEL,BIH,6764
RUS,QAT,6764
BEL,KWT,6748
KWT,BEL,6748
ISR,NPL,6746
MOZ,DEU,6737
COG,COD,6736
PER,SWE,6734
FRA,SDN,6731
LVA,CAN,6728
BEL,IRQ,6727
GHA,MLI,6726
CAN,SDN,6725
MYS,TUN,6719
USA,WSM,6710
NPL,IDN,6708
MAR,GHA,6702
MKD,CZE,6701
MOZ,ETH,6701
IRQ,GRC,6697
WSM,USA,6692
CZE,MAR,6690
ECU,KOR,6685
KOR,ECU,6685
NLD,MDA,6685
TZA,UKR,6685
UKR,TZA,6685
CYP,CAN,6679
BRN,ARE,6672
JOR,NOR,6671
SWE,CRI,6671
TZA,SAU,6665
AGO,ZWE,6662
ZWE,AGO,6662
TUR,SOM,6661
CHE,MDG,6657
SWE,PER,6642
QAT,HRV,6639
ZAF,CHL,6635
NLD,BGD,6632
EGY,TCD,6628
NIC,PER,6626
BHR,SDN,6615
CHL,SGP,6612
SGP,CHL,6612
BIH,BEL,6610
BEL,BFA,6609
NGA,PHL,6609
MAR,CZE,6595
CIV,DEU,6592
HKG,ARG,6592
MDG,GBR,6584
UKR,ZAF,6581
KOR,PAN,6572
PAN,KOR,6572
KEN,JOR,6569
MAR,IDN,6568
MOZ,ZMB,6567
CHN,MRT,6565
AUS,LTU,6561
LTU,AUS,6561
TZA,AUT,6559
GBR,NIC,6558
LUX,ROU,6553
DOM,SLV,6542
DOM,TUR,6542
MYS,PRT,6540
SVN,JPN,6537
ALB,KOR,6536
CAN,CYP,6536
KOR,ALB,6536
TGO,MLI,6535
PAK,MDV,6526
NIC,FRA,6519
ROU,HKG,6513
UGA,SDN,6513
SLE,GMB,6502
HKG,LAO,6500
COL,TTO,6495
THA,LUX,6494
LUX,THA,6490
ZAF,UKR,6490
GHA,ETH,6486
DZA,PHL,6480
BGR,KWT,6479
KWT,BGR,6479
ARE,ISR,6472
DJI,EGY,6472
AGO,CUB,6464
AUT,COL,6462
NGA,ZMB,6459
KWT,ROU,6452
MDG,SYC,6452
ROU,KWT,6452
CYP,LKA,6451
BGD,NLD,6442
MDG,HKG,6438
BHS,ITA,6435
COL,AUT,6431
KWT,ZAF,6429
ZAF,KWT,6429
ROU,LUX,6428
CYP,IRQ,6421
MDV,POL,6418
LVA,IND,6412
COD,CAN,6411
ISR,ARE,6411
SOM,USA,6410
FRA,NIC,6409
BLZ,GBR,6406
ERI,DEU,6403
GAB,USA,6403
GBR,MDG,6394
CAN,LTU,6390
LTU,CAN,6390
DZA,GRC,6389
MDV,ISR,6389
ROU,QAT,6388
CHL,PRT,6386
BEL,SWZ,6385
GBR,BOL,6385
SWZ,BEL,6385
SYC,ESP,6381
BEL,JAM,6380
JAM,BEL,6380
LCA,GUY,6378
NPL,DNK,6376
CHN,TGO,6374
TGO,CHN,6374
GUY,LCA,6373
ATG,GUY,6369
CHL,MAR,6365
MAR,CHL,6365
NZL,SVN,6362
SVN,NZL,6362
BDI,TZA,6361
GEO,KWT,6354
AUT,CHL,6352
ECU,NIC,6347
NIC,ECU,6347
CRI,SWE,6342
ISR,EST,6338
PAK,MOZ,6330
KWT,GEO,6323
MRT,DZA,6322
PRT,SVN,6322
ZMB,NGA,6321
ISR,LUX,6320
BLZ,SLV,6319
IRQ,ROU,6319
PAK,LBN,6318
MDG,CHE,6317
ETH,GHA,6314
CHL,AUT,6312
BGD,RUS,6310
MDV,PRT,6303
DEU,ERI,6301
LBN,PAK,6299
BEN,BEL,6298
BGR,MYS,6296
MYS,BGR,6296
UGA,CHE,6293
MLI,GHA,6290
ECU,PRY,6285
ECU,JPN,6277
JPN,ECU,6277
CHN,NER,6273
CIV,KEN,6273
SLB,VUT,6270
SVN,PRT,6270
CMR,ESP,6266
GUY,ATG,6265
TZA,QAT,6261
CHL,KHM,6252
KHM,CHL,6252
SEN,KEN,6245
BEN,USA,6237
USA,BEN,6237
BEL,MDV,6232
IND,MNG,6232
JAM,CUB,6231
MRT,MLI,6228
LUX,ISR,6226
CUB,AGO,6224
TUR,VNM,6224
CAN,BHR,6217
SOM,SWE,6217
BGD,GRC,6215
ZMB,MOZ,6214
UGA,SAU,6211
HRV,MLT,6208
MLT,HRV,6208
VUT,SLB,6207
ETH,KOR,6194
MLI,TGO,6193
ALB,ISR,6191
ISR,ALB,6191
URY,ECU,6190
BEL,TGO,6184
BRA,QAT,6183
QAT,IRL,6182
MAR,NZL,6180
NZL,MAR,6180
EGY,DJI,6176
NOR,QAT,6174
ROU,IRQ,6171
LKA,SYC,6169
LKA,TUR,6168
ITA,COD,6159
LKA,CYP,6155
LKA,POL,6152
NIC,NLD,6150
SLV,DOM,6149
COG,CAF,6141
FIN,IRQ,6141
BEN,SAU,6135
SAU,BEN,6135
THA,NGA,6135
AGO,DEU,6131
KHM,NLD,6131
FRA,PRY,6123
RUS,BGD,6120
CHE,UGA,6110
UKR,IDN,6108
LUX,CPV,6107
KOR,ETH,6106
MLT,UKR,6105
MLT,LVA,6089
THA,SDN,6087
NER,CHN,6086
BFA,BEL,6078
EST,ISR,6071
SEN,IND,6071
LTU,THA,6060
COD,COG,6059
DZA,MRT,6059
SDN,FRA,6054
MEX,SAU,6051
SAU,MEX,6051
NAM,ESP,6047
SAU,HUN,6046
ISL,KOR,6044
ARM,EGY,6043
EGY,ARM,6043
AUS,NGA,6040
CAN,ZMB,6040
ZMB,CAN,6040
FRA,KGZ,6039
ECU,URY,6034
COL,DNK,6033
ESP,MMR,6030
BHR,CAN,6017
PRT,QAT,6013
SVK,TUN,6010
TUN,SVK,6010
CHL,GTM,5996
QAT,GHA,5987
TUN,MYS,5987
CHE,BHS,5984
SDN,CAN,5984
MYS,KEN,5982
IDN,NGA,5981
JPN,EST,5981
UGA,TUR,5981
CHL,HTI,5975
KEN,CIV,5974
NRU,SLB,5972
NOR,ALB,5971
THA,LTU,5968
VCT,GUY,5968
DOM,HND,5965
ETH,ZMB,5965
GUY,VCT,5965
NPL,TUR,5965
DEU,RWA,5964
NIC,VEN,5964
VEN,NIC,5964
COD,LBN,5963
NPL,RUS,5963
PAN,PRY,5963
RUS,NPL,5963
UZB,IRN,5963
MDV,NLD,5960
IRL,ARG,5951
IND,SEN,5948
IRN,FIN,5948
CIV,SLE,5942
PRT,MYS,5941
NPL,PHL,5936
PHL,NPL,5936
NLD,NIC,5933
GMB,SLE,5930
UGA,FRA,5930
ECU,UKR,5929
UKR,ECU,5929
PRY,FRA,5927
ITA,KGZ,5923
KGZ,FRA,5920
SAU,NER,5920
MKD,CAN,5916
KWT,DNK,5913
NGA,IDN,5911
MDA,CZE,5908
DNK,TUN,5907
TTO,COL,5902
SWE,SDN,5897
JOR,IRN,5895
SLB,NRU,5890
IRQ,SDN,5889
NLD,RWA,5886
NLD,AGO,5882
KEN,IRL,5877
MDV,BEL,5873
DNK,CRI,5870
ETH,MOZ,5866
HKG,TZA,5866
KHM,ESP,5865
KWT,RUS,5857
RUS,KWT,5857
FRA,UGA,5853
